date,time,end_time,venue,title,source,status,note,url
2026-02-27,未定,,名古屋市天白区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-02-27,未定,,豊川市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.2.pdf
2026-03-02,未定,,名古屋市千種区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-02,未定,,名古屋市中川区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-02,未定,,国道１号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-02,未定,,春日井市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-02,未定,,豊川市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-02,未定,,豊明市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-03,未定,,春日井市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-04,未定,,名古屋市千種区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-04,未定,,名古屋市名東区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-04,未定,,岡崎市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-05,未定,,知多郡武豊町地内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-06,未定,,名古屋市中川区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-06,未定,,みよし市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-06,未定,,半田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-06,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-06,未定,,名古屋市昭和区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-06,未定,,国道１号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-06,未定,,国道１５３号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-06,未定,,豊橋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-09,未定,,豊橋市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-09,未定,,高浜市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-10,未定,,名古屋市千種区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-10,未定,,半田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-11,未定,,愛知県内,交通事故死ゼロの日（歩行者妨害取締り）,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-11,未定,,国道１９号,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-11,未定,,春日井市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-11,未定,,あま市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-11,未定,,国道４１９号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-11,未定,,岡崎市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-11,未定,,江南市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-11,未定,,豊田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-12,未定,,名古屋市千種区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-12,未定,,名古屋市中川区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-12,未定,,国道１号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-12,未定,,江南市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-12,未定,,知多市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-12,未定,,豊橋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-13,未定,,小牧市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-13,未定,,江南市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-16,未定,,名古屋市緑区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-17,未定,,国道２５９号,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-17,未定,,田原市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-17,未定,,あま市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-17,未定,,江南市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-18,未定,,知多市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-18,未定,,名古屋市東区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-18,未定,,安城市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-18,未定,,小牧市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-18,未定,,津島市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-18,未定,,長久手市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-19,未定,,知多市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-19,未定,,名古屋市天白区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-19,未定,,津島市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-19,未定,,豊明市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-20,未定,,愛知郡東郷町内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-21,未定,,愛知県内,交通事故死ゼロの日（携帯電話違反取締り）,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-23,未定,,尾張旭市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-23,未定,,名古屋市中村区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-24,未定,,一宮市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-24,未定,,名古屋市南区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-24,未定,,名古屋市守山区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-24,未定,,長久手市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-25,未定,,名古屋市守山区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-25,未定,,瀬戸市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-26,未定,,猿投グリーンロード,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-26,未定,,豊田市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-26,未定,,国道２５９号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-26,未定,,安城市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-26,未定,,新東名高速道路,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-26,未定,,田原市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-27,未定,,一宮市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-30,未定,,一宮市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-30,未定,,小牧市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-30,未定,,尾張旭市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-03-31,未定,,愛知県内,交通事故死ゼロの日,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.3.pdf
2026-04-01,未定,,名神高速道路,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-01,未定,,名古屋市中川区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-01,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-02,未定,,一宮市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-02,未定,,国道１９号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-02,未定,,春日井市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-03,未定,,名古屋市西区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-03,未定,,グリーンロード,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-03,未定,,岡崎市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-03,未定,,豊田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-06,未定,,愛知県内,春の全国交通安全運動期間中の交通指導取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-06,未定,,名古屋市中村区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-06,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-06,未定,,国道１号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-06,未定,,春日井市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-06,未定,,豊橋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-07,未定,,愛知県内,春の全国交通安全運動期間中の交通指導取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-07,未定,,小牧市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-07,未定,,岡崎市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-07,未定,,豊田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-08,未定,,愛知県内,春の全国交通安全運動期間中の交通指導取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-08,未定,,知多市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-08,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-09,未定,,愛知県内,春の全国交通安全運動期間中の交通指導取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-09,未定,,名古屋市東区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-09,未定,,半田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-09,未定,,名古屋市中川区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-09,未定,,豊橋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-10,未定,,愛知県内,春の全国交通安全運動期間中の交通指導取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-10,未定,,豊川市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-10,未定,,一宮市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-10,未定,,半田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-10,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-10,未定,,国道１号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-10,未定,,豊橋市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-11,未定,,愛知県内,交通事故死ゼロの日,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-11,未定,,愛知県内,春の全国交通安全運動期間中の交通指導取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-11,未定,,愛知県内,歓楽街の飲酒運転取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-12,未定,,愛知県内,春の全国交通安全運動期間中の交通指導取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-13,未定,,愛知県内,春の全国交通安全運動期間中の交通指導取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-13,未定,,名古屋市緑区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-13,未定,,名古屋市中川区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-13,未定,,春日井市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-14,未定,,愛知県内,春の全国交通安全運動期間中の交通指導取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-14,未定,,あま市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-14,未定,,半田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-14,未定,,名古屋市千種区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-14,未定,,豊田市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-15,未定,,愛知県内,春の全国交通安全運動期間中の交通指導取締り,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-15,未定,,瀬戸市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-15,未定,,一宮市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-16,未定,,北設楽郡設楽町内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-16,未定,,名古屋市名東区内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-16,未定,,国道２３号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-16,未定,,蒲郡市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-16,未定,,西尾市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-17,未定,,海部郡飛島村地内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-17,未定,,国道２５７号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-17,未定,,新城市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-20,未定,,稲沢市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-20,未定,,国道１５５号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-20,未定,,常滑市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-20,未定,,愛知郡東郷町内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-20,未定,,江南市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-20,未定,,海部郡蟹江町地内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-20,未定,,瀬戸市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-21,未定,,愛知県内,交通事故死ゼロの日（歩行者妨害取締り）,愛知県警,confirmed,重点取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-21,未定,,国道１５５号,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-21,未定,,常滑市内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-21,未定,,国道２５７号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-21,未定,,新城市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-22,未定,,名古屋市名東区内,交通取締予定,愛知県警,confirmed,取締,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-22,未定,,国道１５５号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-22,未定,,国道２５７号,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-22,未定,,常滑市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-22,未定,,新城市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
2026-04-22,未定,,長久手市内,可搬式オービス予定,愛知県警,confirmed,オービス,https://www.pref.aichi.jp/police/koutsu/ko-shidou/images/torishimariyoteiR8.4.pdf
