snapshot_date,event_type,idProduct,idPerformance,eventCategory,sessionCode,idVenue,date,time,end_time,venue,event_name,event_category_name,session_name,session_info,availability_status,selling_status,is_sellable,source
2026-08-10,competition,88,88,34,GYM02,70,2026-09-22,12:00:00,19:15:00,名古屋市総合体育館［レインボーホール］,体操（体操）,体操（体操）,体操（体操） - GYM02,女子予選 ／ 女子個人総合決勝 /表彰式 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,106,106,35,HBL06,31,2026-09-22,12:30:00,20:00:00,春日井市総合体育館,ハンドボール,ハンドボール,ハンドボール - HBL06,女子予選ラウンド（4試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,105,105,35,HBL05,51,2026-09-22,13:30:00,20:00:00,エントリオ,ハンドボール,ハンドボール,ハンドボール - HBL05,男子予選ラウンド（3試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,329,329,32,FBL21,46,2026-09-22,14:00:00,21:00:00,名古屋市瑞穂公園ラグビー場,サッカー,サッカー,サッカー - FBL21,男子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,330,330,32,FBL22,43,2026-09-22,14:00:00,16:00:00,名古屋市港サッカー場,サッカー,サッカー,サッカー - FBL22,男子1次ラウンド（1試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,388,388,44,SEW06,45,2026-09-22,14:00:00,17:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW06,女子チームレグ 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,470,470,22,MMA04,42,2026-09-22,14:00:00,18:00:00,名古屋市稲永スポーツセンター,コンバットスポーツ (総合格闘技),コンバットスポーツ (総合格闘技),コンバットスポーツ（総合格闘技） - MMA04,男子モダン60kg決勝 ／ 女子モダン54kg決勝 ／ 男子トラディショナル65kg決勝 ／ 女子トラディショナル60kg決勝 ／ 男子モダン71kg決勝 ／ 男子トラディショナル77kg決勝 ／ 男子モダン60kg表彰式 ／ 女子モダン54kg表彰式 ／ 男子トラディショナル65kg表彰式 ／ 女子トラディショナル60kg表彰式 ／ 男子モダン71kg表彰式 ／ 男子トラディショナル77kg表彰式 / メダル,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,478,478,23,CKT08,34,2026-09-22,14:00:00,17:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT08,女子決勝 / メダル,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,262,262,8,WPO03,40,2026-09-22,14:30:00,19:15:00,名古屋市総合体育館［レインボープール］,水泳 (水球),水泳 (水球),水泳（水球） - WPO03,女子総当たり戦（3試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,402,402,38,KAB04,61,2026-09-22,16:00:00,20:20:00,東海市民体育館,カバディ,カバディ,カバディ - KAB04,男子予選ラウンド ／ 女子予選ラウンド （４試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,248,248,7,SWM06,62,2026-09-22,17:00:00,19:00:00,東京アクアティクスセンター,水泳 (競泳),水泳 (競泳),水泳（競泳） - SWM06,女子100m自由形 決勝 ／ 男子400m個人メドレー 決勝 ／ 女子200m背泳ぎ 決勝 ／ 男子1500m自由形 タイム決勝② ／ 女子400m自由形 決勝 ／ 男子4×100mメドレーリレー 決勝 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,36,36,17,BOX04,52,2026-09-22,17:00:00,20:00:00,西尾市総合体育館,ボクシング,ボクシング,ボクシング - BOX04,イベントスケジュール未定,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,26,26,15,BK304,39,2026-09-22,17:40:00,21:00:00,金城ふ頭駅前特設コート,3x3 バスケットボール,3x3 バスケットボール,3×3 バスケットボール - BK304,女子予選プール（4試合） ／ 男子予選プール（4試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,68,68,31,FEN02,20,2026-09-22,17:40:00,19:40:00,愛知県国際展示場［Aichi Sky Expo］（ホールF）,フェンシング,フェンシング,フェンシング - FEN02,男子フルーレ個人 準決勝 ／ 女子エペ個人 準決勝 ／ 男子フルーレ個人 決勝 ／ 女子エペ個人 決勝 ／ 表彰式 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,417,417,12,BBL07,54,2026-09-22,18:30:00,21:30:00,岡崎中央総合公園野球場,野球,野球,野球 - BBL07,オープニングラウンド,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,418,418,12,BBL08,65,2026-09-22,18:30:00,21:30:00,豊橋市民球場,野球,野球,野球 - BBL08,オープニングラウンド,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,169,169,50,TTE05,60,2026-09-22,19:20:00,21:50:00,スカイホール豊田,卓球,卓球,卓球 - TTE05,男子団体準々決勝 ／ 女子団体準々決勝,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,379,379,59,WSU06,16,2026-09-22,19:30:00,21:30:00,愛知県武道館,武術太極拳,武術太極拳,武術太極拳 - WSU06,男子散打 準々決勝 ／ 女子散打 準々決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,119,119,36,HOC05,25,2026-09-23,09:00:00,20:30:00,岐阜県グリーンスタジアム,ホッケー,ホッケー,ホッケー - HOC05,女子予選ラウンド（6試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,147,147,41,ROW04,38,2026-09-23,09:00:00,12:30:00,長良川国際レガッタコース,ローイング,ローイング,ローイング - ROW04,男子シングルスカル 決勝 ／ 男子ダブルスカル 決勝 ／ 男子ペア 決勝 ／ 男子フォア 決勝 ／ 女子フォア 決勝 ／ 女子軽量級シングルスカル 決勝 ／ 女子軽量級ダブルスカル 決勝 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,155,155,45,SHO04,15,2026-09-23,09:00:00,17:40:00,愛知県総合射撃場,射撃,射撃,射撃 - SHO04,女子10mエアピストル本選／女子10mエアピストル決勝／女子10mエアピストル表彰式／女子スキート本選３日目／男子スキート本選３日目／女子スキート決勝／男子スキート決勝／女子スキート表彰式／男子スキート表彰式 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,210,210,56,VBV04,26,2026-09-23,09:00:00,16:00:00,碧南緑地ビーチコート,ビーチバレーボール,ビーチバレーボール,ビーチバレー - VBV04,男子または女子予選ラウンド（6試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,356,356,52,TST05,41,2026-09-23,09:00:00,17:30:00,名古屋市東山公園テニスセンター,ソフトテニス,ソフトテニス,ソフトテニス - TST05,男子シングルス ／ 準々決勝～決勝 ／ 女子シングルス ／ 準々決勝～決勝 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,380,380,59,WSU07,16,2026-09-23,09:00:00,16:30:00,愛知県武道館,武術太極拳,武術太極拳,武術太極拳 - WSU07,男子刀術・棍術 決勝 ／ 女子剣術・槍術 決勝 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,389,389,44,SEW07,45,2026-09-23,09:00:00,12:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW07,男子チームレグ 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,445,445,30,ELS01,19,2026-09-23,09:00:00,14:00:00,愛知県国際展示場［Aichi Sky Expo］（ホールD）,Eスポーツ,Eスポーツ,Eスポーツ - ELS01,グランツーリスモ７ ／ Group stage ／ Final stage / メダル,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,457,457,48,SQU01,49,2026-09-23,09:00:00,18:30:00,名古屋金城ふ頭アリーナ,スカッシュ,スカッシュ,スカッシュ - SQU01,女子個人戦1回戦 ／ 男子個人戦1回戦 ／ 混合ダブルス1回戦 ／ 女子個人戦2回戦 ／ 男子個人戦2回戦,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,69,69,31,FEN03,20,2026-09-23,09:00:00,15:20:00,愛知県国際展示場［Aichi Sky Expo］（ホールF）,フェンシング,フェンシング,フェンシング - FEN03,女子フルーレ個人 予選 ／ 男子サーブル個人 予選,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,298,298,11,BDM04,27,2026-09-23,09:30:00,20:30:00,一宮市総合体育館,バドミントン,バドミントン,バドミントン - BDM04,女子団体 準決勝 ／ 男子団体 準決勝,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,403,403,38,KAB05,61,2026-09-23,09:30:00,14:00:00,東海市民体育館,カバディ,カバディ,カバディ - KAB05,男子予選ラウンド ／ 女子予選ラウンド （４試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,170,170,50,TTE06,60,2026-09-23,10:00:00,14:30:00,スカイホール豊田,卓球,卓球,卓球 - TTE06,混合ダブルス３回戦、４回戦 ／ 男子シングルス１回戦 ／ 女子シングルス１回戦 ／ 男子ダブルス１回戦,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,221,221,57,WLF01,47,2026-09-23,10:00:00,12:00:00,名古屋市中小企業振興会館,ウエイトリフティング,ウエイトリフティング,ウエイトリフティング - WLF01,女子49kg級 グループB ／ 女子53kg級 グループB,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,251,251,7,SWM07,62,2026-09-23,10:00:00,12:00:00,東京アクアティクスセンター,水泳 (競泳),水泳 (競泳),水泳（競泳） - SWM07,女子100mバタフライ 予選 ／ 男子100mバタフライ 予選 ／ 女子100m背泳ぎ 予選 ／ 男子200m自由形 予選 ／ 女子100m平泳ぎ 予選 ／ 女子400m個人メドレー 予選 ／ 混合4×100mメドレーリレー 予選,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,300,300,18,CSP01,35,2026-09-23,10:00:00,15:20:00,三好池カヌー競技場,カヌー・カヤック (スプリント),カヌー・カヤック（スプリント）,カヌー・カヤック（スプリント） - CSP01,男子カヤックフォア500m 予選 ／ 女子カナディアンシングル200m 予選 ／ 男子カナディアンペア500m 予選 ／ 女子カヤックペア500m 予選 ／ 男子カヤックペア500m 予選 ／ 女子カヤックフォア500m 予選 ／ 男子カナディアンシングル500m 予選 ／ 女子カナディアンペア500m 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,444,444,39,KTE04,64,2026-09-23,10:00:00,17:25:00,豊橋市総合体育館,空手,空手,空手 - KTE04,1回の購入につき合計12枚まで購入可。車いす席は1回の購入につき2枚まで。/ メダル,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,60,60,29,EQU03,29,2026-09-23,10:45:00,12:55:00,馬事公苑,馬術,馬術,馬術 - EQU03,総合馬術 – 障害馬術団体＆個人 決勝 ／ 総合馬術 – 障害馬術団体＆個人 表彰式 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,27,27,15,BK305,39,2026-09-23,12:00:00,15:20:00,金城ふ頭駅前特設コート,3x3 バスケットボール,3x3 バスケットボール,3×3 バスケットボール - BK305,女子予選プール（4試合） ／ 男子予選プール（4試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,37,37,17,BOX05,52,2026-09-23,12:00:00,15:00:00,西尾市総合体育館,ボクシング,ボクシング,ボクシング - BOX05,イベントスケジュール未定,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,419,419,12,BBL09,54,2026-09-23,12:00:00,15:00:00,岡崎中央総合公園野球場,野球,野球,野球 - BBL09,オープニングラウンド,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,420,420,12,BBL10,65,2026-09-23,12:00:00,15:00:00,豊橋市民球場,野球,野球,野球 - BBL10,オープニングラウンド,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,108,108,35,HBL08,31,2026-09-23,12:30:00,20:00:00,春日井市総合体育館,ハンドボール,ハンドボール,ハンドボール - HBL08,女子予選ラウンド（4試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,89,89,34,GYM03,70,2026-09-23,13:00:00,15:30:00,名古屋市総合体育館［レインボーホール］,体操（体操）,体操（体操）,体操（体操） - GYM03,男子団体 決勝 / 表彰式 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,107,107,35,HBL07,51,2026-09-23,13:30:00,20:00:00,エントリオ,ハンドボール,ハンドボール,ハンドボール - HBL07,男子予選ラウンド（3試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,222,222,57,WLF02,47,2026-09-23,13:30:00,19:20:00,名古屋市中小企業振興会館,ウエイトリフティング,ウエイトリフティング,ウエイトリフティング - WLF02,女子49kg級 グループA／表彰式 ／ 女子53kg級 グループA／表彰式 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,390,390,44,SEW08,45,2026-09-23,14:00:00,17:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW08,女子チームレグ 予選,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,263,263,8,WPO04,40,2026-09-23,14:30:00,19:15:00,名古屋市総合体育館［レインボープール］,水泳 (水球),水泳 (水球),水泳（水球） - WPO04,女子総当たり戦（3試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,331,331,32,FBL23,66,2026-09-23,14:30:00,21:30:00,豊田スタジアム,サッカー,サッカー,サッカー - FBL23,男子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,332,332,32,FBL24,67,2026-09-23,14:30:00,21:30:00,ウェーブスタジアム刈谷,サッカー,サッカー,サッカー - FBL24,男子1次ラウンド（2試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,404,404,38,KAB06,61,2026-09-23,16:00:00,20:20:00,東海市民体育館,カバディ,カバディ,カバディ - KAB06,男子予選ラウンド ／ 女子予選ラウンド （４試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,446,446,30,ELS02,19,2026-09-23,16:00:00,21:00:00,愛知県国際展示場［Aichi Sky Expo］（ホールD）,Eスポーツ,Eスポーツ,Eスポーツ - ELS02,eFootball™ /Elimination stage / メダル,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,70,70,31,FEN04,20,2026-09-23,16:50:00,18:50:00,愛知県国際展示場［Aichi Sky Expo］（ホールF）,フェンシング,フェンシング,フェンシング - FEN04,女子フルーレ個人 準決勝 ／ 男子サーブル個人 準決勝 ／ 女子フルーレ個人 決勝 ／ 男子サーブル個人 決勝 ／ 表彰式 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,171,171,50,TTE07,60,2026-09-23,17:00:00,22:00:00,スカイホール豊田,卓球,卓球,卓球 - TTE07,男子団体準決勝 ／ 女子団体準決勝,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,252,252,7,SWM08,62,2026-09-23,17:00:00,19:00:00,東京アクアティクスセンター,水泳 (競泳),水泳 (競泳),水泳（競泳） - SWM08,女子100mバタフライ 決勝 ／ 男子100mバタフライ 決勝  ／ 女子100m背泳ぎ 決勝  ／ 男子200m自由形 決勝  ／ 女子100m平泳ぎ 決勝  ／ 女子400m個人メドレー 決勝  ／ 混合4×100mメドレーリレー 決勝 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,38,38,17,BOX06,52,2026-09-23,17:00:00,20:00:00,西尾市総合体育館,ボクシング,ボクシング,ボクシング - BOX06,イベントスケジュール未定,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,28,28,15,BK306,39,2026-09-23,17:40:00,21:00:00,金城ふ頭駅前特設コート,3x3 バスケットボール,3x3 バスケットボール,3×3 バスケットボール - BK306,女子予選プール（4試合） ／ 男子予選プール（4試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,421,421,12,BBL11,54,2026-09-23,18:30:00,21:30:00,岡崎中央総合公園野球場,野球,野球,野球 - BBL11,オープニングラウンド,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,422,422,12,BBL12,65,2026-09-23,18:30:00,21:30:00,豊橋市民球場,野球,野球,野球 - BBL12,オープニングラウンド,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,90,90,34,GYM04,70,2026-09-23,19:00:00,21:00:00,名古屋市総合体育館［レインボーホール］,体操（体操）,体操（体操）,体操（体操） - GYM04,女子団体 決勝 / 表彰式 / メダル,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,381,381,59,WSU08,16,2026-09-23,19:30:00,21:30:00,愛知県武道館,武術太極拳,武術太極拳,武術太極拳 - WSU08,男子散打 準決勝 ／ 女子散打 準決勝,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,120,120,36,HOC06,25,2026-09-24,09:00:00,20:30:00,岐阜県グリーンスタジアム,ホッケー,ホッケー,ホッケー - HOC06,男子予選ラウンド（6試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,148,148,41,ROW05,38,2026-09-24,09:00:00,12:30:00,長良川国際レガッタコース,ローイング,ローイング,ローイング - ROW05,男子クオドルプルスカル 決勝 ／ 男子軽量級シングルスカル 決勝 ／ 男子軽量級ダブルスカル 決勝 ／ 女子シングルスカル 決勝 ／ 女子ダブルスカル 決勝 ／ 女子ペア 決勝 ／ 女子クオドルプルスカル 決勝 / メダル,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,156,156,45,SHO05,15,2026-09-24,09:00:00,17:10:00,愛知県総合射撃場,射撃,射撃,射撃 - SHO05,男子10mエアピストル本選／男子10mエアピストル決勝／男子10mエアピストル表彰式／男子50mライフル３姿勢予選／スキートミックス本選／スキートミックス決勝／スキートミックス表彰式 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,211,211,56,VBV05,26,2026-09-24,09:00:00,16:00:00,碧南緑地ビーチコート,ビーチバレーボール,ビーチバレーボール,ビーチバレー - VBV05,男子または女子予選ラウンド（6試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,360,360,46,SKB01,17,2026-09-24,09:00:00,21:00:00,愛知県国際展示場［Aichi Sky Expo］（ホールB）,スケートボード,スケートボード,スケートボード - SKB01,女子パーク 予選 ／ 男子パーク 予選,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,391,391,44,SEW09,45,2026-09-24,09:00:00,12:00:00,名古屋市瑞穂公園体育館,セパタクロー,セパタクロー,セパタクロー - SEW09,男子チームレグ 準決勝,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,479,479,23,CKT09,34,2026-09-24,09:00:00,12:00:00,愛知県口論義運動公園,クリケット（T20）,クリケット（T20）,クリケット (T20) - CKT09,男子予選ラウンド,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,71,71,31,FEN05,20,2026-09-24,09:00:00,16:10:00,愛知県国際展示場［Aichi Sky Expo］（ホールF）,フェンシング,フェンシング,フェンシング - FEN05,男子エペ個人 予選 ／ 女子サーブル個人 予選,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,299,299,11,BDM05,27,2026-09-24,09:30:00,20:30:00,一宮市総合体育館,バドミントン,バドミントン,バドミントン - BDM05,女子団体 決勝 ／ 表彰式 ／ 男子団体 決勝 ／ 表彰式 / メダル,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,382,382,59,WSU09,16,2026-09-24,09:30:00,12:00:00,愛知県武道館,武術太極拳,武術太極拳,武術太極拳 - WSU09,男子散打 決勝 ／ 女子散打 決勝 / メダル,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,405,405,38,KAB07,61,2026-09-24,09:30:00,14:00:00,東海市民体育館,カバディ,カバディ,カバディ - KAB07,男子予選ラウンド ／ 女子予選ラウンド （４試合）,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,172,172,50,TTE08,60,2026-09-24,10:00:00,14:10:00,スカイホール豊田,卓球,卓球,卓球 - TTE08,男子シングルス２回戦 ／ 女子ダブルス２回戦,LIMITED,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,20,20,14,BKB13,14,2026-09-24,10:00:00,21:15:00,愛知国際アリーナ,バスケットボール,バスケットボール,バスケットボール - BKB13,女子準々決勝 （4試合）,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,223,223,57,WLF03,47,2026-09-24,10:00:00,12:00:00,名古屋市中小企業振興会館,ウエイトリフティング,ウエイトリフティング,ウエイトリフティング - WLF03,男子60kg級 グループB ／ 男子65kg級 グループB,SOLD_OUT,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,249,249,7,SWM09,62,2026-09-24,10:00:00,12:00:00,東京アクアティクスセンター,水泳 (競泳),水泳 (競泳),水泳（競泳） - SWM09,女子50m自由形 予選 ／ 男子50ｍバタフライ 予選 ／ 女子200m平泳ぎ 予選 ／ 男子200m平泳ぎ 予選 ／ 男子800m自由形 タイム決勝① ／ 男子4×100mフリーリレー 予選 ／ 女子4×200mフリーリレー 予選,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
2026-08-10,competition,301,301,18,CSP02,35,2026-09-24,10:00:00,15:40:00,三好池カヌー競技場,カヌー・カヤック (スプリント),カヌー・カヤック（スプリント）,カヌー・カヤック（スプリント） - CSP02,女子カナディアンシングル200m 準決勝 ／ 男子カヤックフォア500m 準決勝 ／ 女子カヤックペア500m 準決勝 ／ 男子カナディアンペア500m 準決勝 ／ 女子カナディアンシングル200m 決勝 ／ 男子カヤックフォア500m 決勝 ／ 女子カヤックペア500m 決勝 ／ 男子カナディアンペア500m 決勝 ／ 女子カヤックシングル500m 予選 ／ 男子カヤックシングル500ｍ 予選 ／ 混合カヤックペア500m 予選 ／ 混合カナディアンペア500m 予選 / メダル,BUY,BUY,True,https://generalsale.tickets-aichi-nagoya2026.org/getFilteredProductsJSON.th?eventCategoryFather=3
